Time,Temperature,Humidity,Speed,Direction,Rain,Sunlight,PM2.5,PM10
00:00:21,32.35,58.12,0,90,0,0,7,10
00:01:25,32.36,58.14,0,90,0,0,8,10
00:03:29,32.35,58.16,0,90,0,0,7,10
00:04:32,32.35,58.13,0,90,0,0,7,10
00:05:35,32.35,58.16,0,90,0,0,7,10
00:06:38,32.35,58.14,0,90,0,0,8,10
00:07:41,32.35,58.11,0,90,0,0,9,10
00:08:43,32.35,58.09,0,90,0,0,7,10
00:09:45,32.35,58.08,0,90,0,0,8,10
00:10:49,32.36,58.09,0,90,0,0,8,10
00:11:50,32.35,58.07,0,90,0,0,7,10
00:12:52,32.36,58.1,0,90,0,0,7,10
00:13:56,32.36,58.06,0,90,0,0,7,10
00:14:57,32.35,58.13,0,90,0,0,7,10
00:15:59,32.35,58.08,0,90,0,0,6,10
00:17:04,32.36,58.07,0,90,0,0,8,10
00:18:04,32.35,58.02,0,90,0,0,7,10
00:19:07,32.36,58.05,0,90,0,0,8,10
00:20:11,32.36,58.02,0,90,0,0,7,10
00:21:12,32.35,58.07,0,90,0,0,8,10
00:22:14,32.35,58.05,0,90,0,0,8,10
00:23:18,32.35,58.05,0,90,0,0,7,10
00:24:19,32.34,58.09,0,90,0,0,7,10
00:25:22,32.34,58.17,0,90,0,0,6,10
00:26:26,32.34,58.08,0,90,0,0,8,10
00:27:27,32.34,58.09,0,90,0,0,7,10
00:28:29,32.34,58.12,0,90,0,0,8,10
00:29:34,32.34,58.13,0,90,0,0,7,10
00:30:34,32.34,58.14,0,90,0,0,7,10
00:31:37,32.34,58.11,0,90,0,0,6,10
00:32:41,32.34,58.07,0,90,0,0,7,10
00:33:43,32.34,58.04,0,90,0,0,7,10
00:34:45,32.34,58.07,0,90,0,0,8,10
00:35:49,32.35,57.98,0,90,0,0,7,10
00:36:50,32.34,58.06,0,90,0,0,7,10
00:37:53,32.35,58.01,0,90,0,0,6,10
00:38:57,32.35,58.14,0,90,0,0,8,10
00:39:58,32.35,58.11,0,90,0,0,8,10
00:41:00,32.34,58.01,0,90,0,0,7,10
00:42:03,32.34,58.08,0,90,0,0,7,10
00:43:05,32.34,58.05,0,90,0,0,7,10
00:45:11,32.34,58.11,0,90,0,0,8,10
00:46:13,32.35,58.03,0,90,0,0,7,10
00:47:16,32.35,58.04,0,90,0,0,7,10
00:48:19,32.34,58,0,90,0,0,8,10
00:49:24,32.35,58.05,0,90,0,0,6,10
00:50:25,32.35,57.97,0,90,0,0,7,10
00:51:28,32.34,57.89,0,90,0,0,6,10
00:52:31,32.34,57.98,0,90,0,0,7,10
00:54:35,32.34,58.04,0,90,0,0,7,10
00:55:38,32.34,57.97,0,90,0,0,7,10
00:56:41,32.34,57.97,0,90,0,0,7,10
00:57:43,32.34,58,0,90,0,0,7,10
00:58:46,32.34,58.05,0,90,0,0,8,10
00:59:49,32.34,58.03,0,90,0,0,6,10
01:00:52,32.33,58.04,0,90,0,0,6,10
01:01:55,32.33,58.03,0,90,0,0,8,10
01:02:57,32.33,58.05,0,90,0,0,7,10
01:03:59,32.32,57.99,0,90,0,0,6,10
01:05:02,32.32,58.04,0,90,0,0,7,10
01:06:05,32.32,58.04,0,90,0,0,7,10
01:07:07,32.32,58.05,0,90,0,0,7,10
01:08:10,32.32,58.07,0,90,0,0,6,10
01:09:12,32.32,58.05,0,90,0,0,7,10
01:10:14,32.32,58.05,0,90,0,0,7,10
01:11:17,32.32,57.99,0,90,0,0,7,10
01:12:21,32.32,58.06,0,90,0,0,8,10
01:13:22,32.31,57.95,0,90,0,0,8,10
01:14:24,32.31,58.06,0,90,0,0,8,10
01:15:28,32.31,58.04,0,90,0,0,7,10
01:16:29,32.31,58.11,0,90,0,0,7,10
01:17:32,32.32,57.93,0,90,0,0,7,10
01:18:35,32.31,58.03,0,90,0,0,8,10
01:19:36,32.31,58.06,0,90,0,0,7,10
01:20:39,32.31,58.02,0,90,0,0,7,10
01:21:42,32.31,58.02,0,90,0,0,7,10
01:22:46,32.32,57.97,0,90,0,0,8,10
01:23:47,32.31,58,0,90,0,0,6,10
01:24:50,32.31,57.98,0,90,0,0,7,10
01:25:53,32.31,57.99,0,90,0,0,8,10
01:26:55,32.31,57.94,0,90,0,0,7,10
01:27:59,32.31,58.04,0,90,0,0,7,10
01:29:01,32.31,57.95,0,90,0,0,7,10
01:30:03,32.31,57.96,0,90,0,0,6,10
01:31:06,32.31,57.99,0,90,0,0,8,10
01:32:10,32.31,57.99,0,90,0,0,8,10
01:33:11,32.31,58.03,0,90,0,0,7,10
01:34:14,32.31,57.94,0,90,0,0,7,10
01:35:18,32.31,57.98,0,90,0,0,8,10
01:36:19,32.3,57.98,0,90,0,0,7,10
01:37:21,32.3,58.03,0,90,0,0,7,10
01:38:24,32.3,58.03,0,90,0,0,8,10
01:39:27,32.3,58.07,0,90,0,0,7,10
01:40:31,32.31,58.06,0,90,0,0,6,10
