Time,Temperature,Humidity,Speed,Direction,Rain,Sunlight,PM2.5,PM10
00:00:44,29.61,52.81,0,90,0,0,9,10
00:01:47,29.61,52.69,0,90,0,0,11,10
00:02:50,29.6,53.24,0,90,0,0,10,10
00:03:52,29.6,53.07,0,90,0,0,11,10
00:04:55,29.6,52.85,0,90,0,0,11,10
00:05:59,29.6,53.11,0,90,0,0,12,10
00:07:00,29.6,53.19,0,90,0,0,11,10
00:08:03,29.6,53.01,0,90,0,0,11,10
00:09:06,29.59,53.1,0,90,0,0,10,10
00:10:10,29.59,53.12,0,90,0,0,11,10
00:11:11,29.6,52.98,0,90,0,0,10,10
00:12:14,29.6,53.19,0,90,0,0,11,10
00:13:17,29.59,53.19,0,90,0,0,11,10
00:14:18,29.6,53.1,0,90,0,0,10,10
00:15:22,29.6,53.12,0,90,0,0,12,10
00:16:24,29.6,53.11,0,90,0,0,11,10
00:17:27,29.59,53.15,0,90,0,0,10,10
00:18:30,29.59,53.06,0,90,0,0,10,10
00:19:33,29.6,53.1,0,90,0,0,10,10
00:20:35,29.59,52.77,0,90,0,0,11,10
00:21:38,29.59,52.87,0,90,0,0,11,10
00:22:40,29.59,52.94,0,90,0,0,10,10
00:23:43,29.6,52.97,0,90,0,0,10,10
00:24:46,29.59,52.6,0,90,0,0,9,10
00:25:48,29.59,52.97,0,90,0,0,10,10
00:26:51,29.58,52.74,0,90,0,0,10,10
00:27:53,29.58,52.88,0,90,0,0,10,10
00:28:56,29.59,53.13,0,90,0,0,10,10
00:29:58,29.59,52.98,0,90,0,0,11,10
00:31:01,29.58,52.72,0,90,0,0,11,10
00:32:05,29.58,53.06,0,90,0,0,12,10
00:33:06,29.58,52.93,0,90,0,0,10,10
00:34:08,29.58,52.77,0,90,0,0,9,10
00:35:12,29.58,52.73,0,90,0,0,9,10
00:36:13,29.59,52.81,0,90,0,0,11,10
00:37:16,29.58,52.72,0,90,0,0,11,10
00:38:20,29.59,52.62,0,90,0,0,9,10
00:39:22,29.59,52.7,0,90,0,0,9,10
00:40:26,29.59,52.63,0,90,0,0,11,10
00:41:28,29.59,52.55,0,90,0,0,10,10
00:43:33,29.6,52.57,0,90,0,0,9,10
00:44:36,29.6,52.59,0,90,0,0,11,10
00:45:39,29.59,52.58,0,90,0,0,10,10
00:46:42,29.6,52.59,0,90,0,0,9,10
00:47:45,29.6,52.58,0,90,0,0,10,10
00:48:47,29.6,52.63,0,90,0,0,11,10
00:49:50,29.6,52.63,0,90,0,0,10,10
00:50:53,29.6,52.65,0,90,0,0,9,10
00:51:55,29.59,52.71,0,90,0,0,10,10
00:52:58,29.59,52.82,0,90,0,0,10,10
00:54:01,29.59,52.89,0,90,0,0,10,10
00:55:03,29.59,53.06,0,90,0,0,9,10
00:56:06,29.58,52.94,0,90,0,0,9,10
00:57:08,29.58,52.83,0,90,0,0,9,10
00:58:13,29.58,52.97,0,90,0,0,10,10
00:59:14,29.58,52.86,0,90,0,0,10,10
01:00:16,29.58,52.84,0,90,0,0,10,10
01:01:20,29.58,52.81,0,90,0,0,9,10
01:02:22,29.59,52.8,0,90,0,0,8,10
01:03:25,29.59,52.8,0,90,0,0,9,10
01:04:27,29.59,52.8,0,90,0,0,9,10
01:05:29,29.59,52.98,0,90,0,0,9,10
01:06:34,29.59,53.13,0,90,0,0,11,10
01:07:35,29.58,53.23,0,90,0,0,9,10
01:08:37,29.57,53.27,0,90,0,0,10,10
01:09:40,29.56,53.26,0,90,0,0,10,10
01:10:44,29.56,53.3,0,90,0,0,9,10
01:11:45,29.56,53.6,0,90,0,0,8,10
01:12:48,29.55,53.67,0,90,0,0,11,10
01:13:50,29.55,53.84,0,90,0,0,9,10
01:14:53,29.54,53.75,0,90,0,0,11,10
01:15:55,29.54,53.75,0,90,0,0,10,10
01:16:58,29.53,53.69,0,90,0,0,11,10
01:18:00,29.53,53.82,0,90,0,0,11,10
01:19:04,29.53,53.87,0,90,0,0,10,10
01:20:05,29.53,53.8,0,90,0,0,10,10
01:21:07,29.53,53.55,0,90,0,0,11,10
01:22:11,29.53,53.86,0,90,0,0,11,10
01:23:12,29.53,53.81,0,90,0,0,10,10
01:24:15,29.53,53.76,0,90,0,0,12,10
01:25:18,29.53,53.85,0,90,0,0,10,10
01:26:20,29.53,53.67,0,90,0,0,10,10
01:27:22,29.53,53.91,0,90,0,0,10,10
01:28:26,29.54,53.74,0,90,0,0,11,10
01:29:28,29.53,53.6,0,90,0,0,11,10
01:30:30,29.54,53.72,0,90,0,0,9,10
01:31:34,29.54,53.63,0,90,0,0,10,10
01:32:36,29.54,53.64,0,90,0,0,9,10
01:33:39,29.54,53.42,0,90,0,0,9,10
01:34:42,29.55,53.34,0,90,0,0,10,10
01:35:45,29.55,53.37,0,90,0,0,9,10
01:36:47,29.56,53.26,0,90,0,0,9,10
01:37:50,29.57,53.25,0,90,0,0,9,10
01:38:53,29.57,53.25,0,90,0,0,10,10
01:40:57,29.58,53.16,0,90,0,0,11,10
01:42:00,29.58,53.07,0,90,0,0,9,10
01:43:03,29.58,53.21,0,90,0,0,8,10
01:44:05,29.58,53.15,0,90,0,0,8,10
01:45:08,29.59,53.12,0,90,0,0,9,10
01:46:10,29.59,53.1,0,90,0,0,8,10
01:47:13,29.59,53.11,0,90,0,0,9,10
01:48:16,29.6,53.09,0,90,0,0,9,10
01:49:19,29.6,53.1,0,90,0,0,9,10
01:50:21,29.6,53.15,0,90,0,0,9,10
01:51:24,29.59,53.11,0,90,0,0,9,10
01:52:29,29.59,53.23,0,90,0,0,10,10
01:53:30,29.59,53.17,0,90,0,0,10,10
01:54:33,29.59,53.15,0,90,0,0,9,10
01:55:35,29.59,53.15,0,90,0,0,11,10
01:56:38,29.59,53.21,0,90,0,0,9,10
01:57:41,29.59,53.4,0,90,0,0,10,10
01:58:43,29.58,53.67,0,90,0,0,11,10
01:59:46,29.57,54.13,0,90,0,0,11,10
02:00:49,29.56,54,0,90,0,0,10,10
02:01:51,29.56,54.03,0,90,0,0,12,10
02:02:54,29.55,54.31,0,90,0,0,11,10
02:03:57,29.54,54.07,0,90,0,0,10,10
02:04:59,29.54,54.03,0,90,0,0,10,10
