Time,Temperature,Humidity,Speed,Direction,Rain,Sunlight,PM2.5,PM10
00:00:41,32.36,62.97,0,90,0.20000000298023224,1,19,10
00:01:44,32.35,62.72,0,90,0.20000000298023224,1,19,10
00:02:47,32.35,62.87,0,90,0.20000000298023224,1,18,10
00:03:51,32.33,62.73,0.10000000149011612,90,0.20000000298023224,1,19,10
00:04:54,32.32,62.3,0,90,0.20000000298023224,1,17,10
00:05:58,32.32,62.69,0.10000000149011612,90,0.20000000298023224,1,18,10
00:07:00,32.31,62.41,0,90,0.20000000298023224,1,17,10
00:08:03,32.31,62.58,0,90,0.20000000298023224,1,19,10
00:09:05,32.32,62.6,0,90,0.20000000298023224,1,20,10
00:10:09,32.3,62.47,0,90,0.20000000298023224,1,19,10
00:11:12,32.3,62.86,0,90,0.20000000298023224,1,18,10
00:12:15,32.26,62.97,0.10000000149011612,135,0.20000000298023224,1,19,10
00:13:19,32.25,62.96,0,135,0.20000000298023224,1,20,10
00:14:22,32.23,62.77,0,135,0.20000000298023224,1,18,10
00:15:25,32.24,62.97,0,135,0.20000000298023224,1,18,10
00:16:29,32.25,63.07,0.600000023841858,90,0.20000000298023224,1,19,10
00:17:32,32.22,63.67,0.20000000298023224,90,0.20000000298023224,1,19,10
00:18:35,32.21,62.91,0.5,90,0.20000000298023224,1,19,10
00:19:40,32.21,63.16,0.10000000149011612,90,0.20000000298023224,1,19,10
00:20:42,32.22,63.07,0.20000000298023224,90,0.20000000298023224,1,20,10
00:21:44,32.18,63,0.20000000298023224,135,0.20000000298023224,1,19,10
00:22:47,32.16,63.34,0.20000000298023224,135,0.20000000298023224,1,20,10
00:23:50,32.14,63.54,0,135,0.20000000298023224,1,18,10
00:24:54,32.16,63.4,0,135,0.20000000298023224,1,19,10
00:25:56,32.15,63.27,0,135,0.20000000298023224,1,19,10
00:27:01,32.12,63.7,0.40000000596046448,135,0.20000000298023224,1,20,10
00:28:02,32.09,63.73,0,135,0.20000000298023224,1,22,10
00:29:05,32.09,63.72,0,135,0.20000000298023224,1,21,10
00:30:08,32.12,63.81,0,135,0.20000000298023224,1,18,10
00:31:11,32.11,63.87,0.20000000298023224,135,0.20000000298023224,1,21,10
00:32:14,32.1,64.03,0.20000000298023224,135,0.20000000298023224,1,20,10
00:33:17,32.1,64.06,0,135,0.20000000298023224,1,21,10
00:34:19,32.09,64.18,0,135,0.20000000298023224,1,21,10
00:35:24,32.08,64.38,0.600000023841858,90,0.20000000298023224,1,22,10
00:36:26,32.05,64.43,0,135,0.20000000298023224,1,20,10
00:37:29,32.05,64.34,0,135,0.20000000298023224,1,22,10
00:38:32,32.06,64.55,0,135,0.20000000298023224,1,22,10
00:39:35,32.04,64.25,0,135,0.20000000298023224,1,20,10
00:40:38,32.04,64.49,0,135,0.20000000298023224,1,20,10
00:41:41,32.03,64.2,0,135,0.20000000298023224,1,22,10
00:42:44,32.03,64.35,0.10000000149011612,135,0.20000000298023224,1,21,10
00:43:47,32.02,64.64,0,135,0.20000000298023224,1,24,10
00:44:51,32.01,64.71,0,135,0.20000000298023224,1,24,10
00:45:53,32,64.51,0,135,0.20000000298023224,1,23,10
00:46:56,32.03,64.51,0,135,0.20000000298023224,1,21,10
00:48:00,32.04,64.54,0,135,0.20000000298023224,1,22,10
00:49:04,32.04,65.03,0,135,0.20000000298023224,1,23,10
00:50:07,32.02,64.66,0,90,0.20000000298023224,1,21,10
00:51:10,32,64.67,0,90,0.20000000298023224,1,24,10
00:52:13,31.99,64.67,0,90,0.20000000298023224,1,23,10
00:53:18,31.98,64.56,0.5,135,0.20000000298023224,1,23,10
00:54:20,31.95,64.59,0.40000000596046448,135,0.20000000298023224,1,20,10
00:55:23,31.92,64.94,0.300000011920929,135,0.20000000298023224,1,21,10
00:56:26,31.89,64.39,0.300000011920929,135,0.20000000298023224,1,19,10
00:57:29,31.87,64.52,0,135,0.20000000298023224,1,20,10
00:58:32,31.88,64.78,0.5,135,0.20000000298023224,1,20,10
01:00:41,31.86,64.57,0.5,135,0.20000000298023224,1,21,10
01:01:42,31.85,64.66,0.10000000149011612,135,0.20000000298023224,1,22,10
01:02:45,31.85,65.2,0,135,0.20000000298023224,1,22,10
01:03:48,31.85,64.74,0,135,0.20000000298023224,1,22,10
01:04:51,31.85,65.26,0,135,0.20000000298023224,1,19,10
01:05:54,31.85,65.15,0,135,0.20000000298023224,1,22,10
01:06:59,31.87,65.03,0.10000000149011612,135,0.20000000298023224,1,21,10
01:08:00,31.86,64.93,0,90,0.20000000298023224,1,23,10
01:09:03,31.85,64.74,0,90,0.20000000298023224,1,19,10
01:10:07,31.84,64.95,0,90,0.20000000298023224,1,20,10
01:11:10,31.82,65.2,0,90,0.20000000298023224,1,20,10
01:12:13,31.82,65.06,0.40000000596046448,135,0.20000000298023224,1,21,10
01:13:16,31.79,65.37,0,135,0.20000000298023224,1,22,10
01:14:20,31.8,65.05,0,135,0.20000000298023224,1,20,10
01:15:23,31.81,65.33,0.20000000298023224,135,0.20000000298023224,1,20,10
01:16:26,31.81,65.29,0,135,0.20000000298023224,1,19,10
01:17:29,31.79,65.3,0,135,0.20000000298023224,1,20,10
01:18:33,31.77,65.12,0,135,0.20000000298023224,1,21,10
01:19:35,31.78,65.27,0.40000000596046448,135,0.20000000298023224,1,17,10
01:20:38,31.79,65.14,0,135,0.20000000298023224,1,18,10
01:21:43,31.78,65.32,0.300000011920929,135,0.20000000298023224,1,18,10
01:22:45,31.77,65.54,0.40000000596046448,135,0.20000000298023224,1,19,10
01:23:48,31.75,65.47,0.10000000149011612,135,0.20000000298023224,1,19,10
01:24:51,31.74,65.46,0,135,0.20000000298023224,1,18,10
01:25:54,31.73,65.77,0,135,0.20000000298023224,1,20,10
01:26:57,31.75,65.89,0,135,0.20000000298023224,1,19,10
01:28:00,31.76,65.7,0,135,0.20000000298023224,1,19,10
01:29:03,31.78,65.43,0,135,0.20000000298023224,1,18,10
01:30:06,31.8,65.45,0,135,0.20000000298023224,1,20,10
01:31:09,31.8,65.45,0,135,0.20000000298023224,1,18,10
01:32:13,31.83,65.52,0,135,0.20000000298023224,1,18,10
01:33:15,31.81,65.18,0,135,0.20000000298023224,1,17,10
01:34:18,31.82,65.28,0.10000000149011612,135,0.20000000298023224,1,18,10
01:35:22,31.83,64.98,0,135,0.20000000298023224,1,19,10
01:36:26,31.83,65.04,0,135,0.20000000298023224,1,19,10
01:37:28,31.81,65.12,0,135,0.20000000298023224,1,18,10
01:38:31,31.79,65.08,0.300000011920929,135,0.20000000298023224,1,20,10
01:39:34,31.75,65.34,0,135,0.20000000298023224,1,17,10
01:40:37,31.74,65.26,0.5,135,0.20000000298023224,1,19,10
01:41:40,31.71,65.43,0,135,0.20000000298023224,1,19,10
01:42:43,31.67,65.66,0,135,0.20000000298023224,1,18,10
01:43:46,31.66,65.85,0.40000000596046448,90,0.20000000298023224,1,20,10
01:44:49,31.65,65.82,0,135,0.20000000298023224,1,18,10
01:45:52,31.67,65.72,0,135,0.20000000298023224,1,18,10
01:46:56,31.69,65.65,0.10000000149011612,135,0.20000000298023224,1,20,10
01:47:59,31.68,65.57,0,135,0.20000000298023224,1,18,10
01:49:01,31.69,65.85,0,135,0.20000000298023224,1,18,10
01:50:05,31.68,65.84,0,135,0.20000000298023224,1,20,10
01:51:08,31.69,65.88,0,135,0.20000000298023224,1,18,10
